model,mode,fold,img1,img2,similarity,label
deepface,FF,07,cfp-dataset\Data\Images\336\frontal\06.jpg,cfp-dataset\Data\Images\336\frontal\04.jpg,0.892566,1
deepface,FF,07,cfp-dataset\Data\Images\336\frontal\09.jpg,cfp-dataset\Data\Images\336\frontal\04.jpg,0.094140,1
deepface,FF,07,cfp-dataset\Data\Images\337\frontal\03.jpg,cfp-dataset\Data\Images\337\frontal\04.jpg,0.797976,1
deepface,FF,07,cfp-dataset\Data\Images\337\frontal\02.jpg,cfp-dataset\Data\Images\337\frontal\05.jpg,0.611150,1
deepface,FF,07,cfp-dataset\Data\Images\337\frontal\08.jpg,cfp-dataset\Data\Images\337\frontal\07.jpg,0.680245,1
deepface,FF,07,cfp-dataset\Data\Images\337\frontal\06.jpg,cfp-dataset\Data\Images\337\frontal\05.jpg,0.596265,1
deepface,FF,07,cfp-dataset\Data\Images\337\frontal\10.jpg,cfp-dataset\Data\Images\337\frontal\07.jpg,0.736686,1
deepface,FF,07,cfp-dataset\Data\Images\337\frontal\09.jpg,cfp-dataset\Data\Images\337\frontal\05.jpg,0.672804,1
deepface,FF,07,cfp-dataset\Data\Images\337\frontal\03.jpg,cfp-dataset\Data\Images\337\frontal\08.jpg,0.734619,1
deepface,FF,07,cfp-dataset\Data\Images\338\frontal\02.jpg,cfp-dataset\Data\Images\338\frontal\09.jpg,0.738298,1
deepface,FF,07,cfp-dataset\Data\Images\338\frontal\06.jpg,cfp-dataset\Data\Images\338\frontal\01.jpg,0.588181,1
deepface,FF,07,cfp-dataset\Data\Images\338\frontal\07.jpg,cfp-dataset\Data\Images\338\frontal\02.jpg,0.672241,1
deepface,FF,07,cfp-dataset\Data\Images\338\frontal\09.jpg,cfp-dataset\Data\Images\338\frontal\03.jpg,0.663333,1
deepface,FF,07,cfp-dataset\Data\Images\338\frontal\08.jpg,cfp-dataset\Data\Images\338\frontal\01.jpg,0.439144,1
deepface,FF,07,cfp-dataset\Data\Images\338\frontal\06.jpg,cfp-dataset\Data\Images\338\frontal\02.jpg,0.730104,1
deepface,FF,07,cfp-dataset\Data\Images\338\frontal\03.jpg,cfp-dataset\Data\Images\338\frontal\02.jpg,0.782841,1
deepface,FF,07,cfp-dataset\Data\Images\339\frontal\06.jpg,cfp-dataset\Data\Images\339\frontal\10.jpg,0.252204,1
deepface,FF,07,cfp-dataset\Data\Images\339\frontal\07.jpg,cfp-dataset\Data\Images\339\frontal\01.jpg,0.598191,1
deepface,FF,07,cfp-dataset\Data\Images\339\frontal\06.jpg,cfp-dataset\Data\Images\339\frontal\05.jpg,0.312337,1
deepface,FF,07,cfp-dataset\Data\Images\339\frontal\04.jpg,cfp-dataset\Data\Images\339\frontal\05.jpg,0.287000,1
deepface,FF,07,cfp-dataset\Data\Images\339\frontal\01.jpg,cfp-dataset\Data\Images\339\frontal\09.jpg,0.745244,1
deepface,FF,07,cfp-dataset\Data\Images\339\frontal\06.jpg,cfp-dataset\Data\Images\339\frontal\02.jpg,0.167344,1
deepface,FF,07,cfp-dataset\Data\Images\339\frontal\07.jpg,cfp-dataset\Data\Images\339\frontal\05.jpg,0.472448,1
deepface,FF,07,cfp-dataset\Data\Images\340\frontal\08.jpg,cfp-dataset\Data\Images\340\frontal\10.jpg,0.410220,1
deepface,FF,07,cfp-dataset\Data\Images\340\frontal\09.jpg,cfp-dataset\Data\Images\340\frontal\10.jpg,0.684512,1
deepface,FF,07,cfp-dataset\Data\Images\340\frontal\05.jpg,cfp-dataset\Data\Images\340\frontal\03.jpg,0.730893,1
deepface,FF,07,cfp-dataset\Data\Images\340\frontal\05.jpg,cfp-dataset\Data\Images\340\frontal\02.jpg,0.520788,1
deepface,FF,07,cfp-dataset\Data\Images\340\frontal\05.jpg,cfp-dataset\Data\Images\340\frontal\08.jpg,0.582084,1
deepface,FF,07,cfp-dataset\Data\Images\340\frontal\08.jpg,cfp-dataset\Data\Images\340\frontal\01.jpg,0.675550,1
deepface,FF,07,cfp-dataset\Data\Images\340\frontal\07.jpg,cfp-dataset\Data\Images\340\frontal\03.jpg,0.268151,1
deepface,FF,07,cfp-dataset\Data\Images\341\frontal\08.jpg,cfp-dataset\Data\Images\341\frontal\03.jpg,0.671104,1
deepface,FF,07,cfp-dataset\Data\Images\341\frontal\05.jpg,cfp-dataset\Data\Images\341\frontal\04.jpg,0.622039,1
deepface,FF,07,cfp-dataset\Data\Images\341\frontal\03.jpg,cfp-dataset\Data\Images\341\frontal\05.jpg,0.433865,1
deepface,FF,07,cfp-dataset\Data\Images\341\frontal\05.jpg,cfp-dataset\Data\Images\341\frontal\08.jpg,0.323229,1
deepface,FF,07,cfp-dataset\Data\Images\341\frontal\10.jpg,cfp-dataset\Data\Images\341\frontal\08.jpg,0.579024,1
deepface,FF,07,cfp-dataset\Data\Images\341\frontal\04.jpg,cfp-dataset\Data\Images\341\frontal\07.jpg,0.298238,1
deepface,FF,07,cfp-dataset\Data\Images\341\frontal\03.jpg,cfp-dataset\Data\Images\341\frontal\01.jpg,0.784678,1
deepface,FF,07,cfp-dataset\Data\Images\342\frontal\06.jpg,cfp-dataset\Data\Images\342\frontal\08.jpg,0.111667,1
deepface,FF,07,cfp-dataset\Data\Images\342\frontal\06.jpg,cfp-dataset\Data\Images\342\frontal\03.jpg,0.641945,1
deepface,FF,07,cfp-dataset\Data\Images\342\frontal\02.jpg,cfp-dataset\Data\Images\342\frontal\07.jpg,0.819430,1
deepface,FF,07,cfp-dataset\Data\Images\342\frontal\01.jpg,cfp-dataset\Data\Images\342\frontal\08.jpg,0.010590,1
deepface,FF,07,cfp-dataset\Data\Images\342\frontal\09.jpg,cfp-dataset\Data\Images\342\frontal\05.jpg,0.568573,1
deepface,FF,07,cfp-dataset\Data\Images\342\frontal\02.jpg,cfp-dataset\Data\Images\342\frontal\06.jpg,0.674850,1
deepface,FF,07,cfp-dataset\Data\Images\342\frontal\02.jpg,cfp-dataset\Data\Images\342\frontal\01.jpg,0.785016,1
deepface,FF,07,cfp-dataset\Data\Images\343\frontal\03.jpg,cfp-dataset\Data\Images\343\frontal\09.jpg,0.701361,1
deepface,FF,07,cfp-dataset\Data\Images\343\frontal\09.jpg,cfp-dataset\Data\Images\343\frontal\04.jpg,0.624311,1
deepface,FF,07,cfp-dataset\Data\Images\343\frontal\05.jpg,cfp-dataset\Data\Images\343\frontal\02.jpg,0.757181,1
deepface,FF,07,cfp-dataset\Data\Images\343\frontal\02.jpg,cfp-dataset\Data\Images\343\frontal\05.jpg,0.757181,1
deepface,FF,07,cfp-dataset\Data\Images\343\frontal\07.jpg,cfp-dataset\Data\Images\343\frontal\09.jpg,0.671986,1
deepface,FF,07,cfp-dataset\Data\Images\343\frontal\03.jpg,cfp-dataset\Data\Images\343\frontal\01.jpg,0.719319,1
deepface,FF,07,cfp-dataset\Data\Images\343\frontal\10.jpg,cfp-dataset\Data\Images\343\frontal\06.jpg,0.531622,1
deepface,FF,07,cfp-dataset\Data\Images\344\frontal\08.jpg,cfp-dataset\Data\Images\344\frontal\10.jpg,0.502154,1
deepface,FF,07,cfp-dataset\Data\Images\344\frontal\09.jpg,cfp-dataset\Data\Images\344\frontal\05.jpg,0.780722,1
deepface,FF,07,cfp-dataset\Data\Images\344\frontal\09.jpg,cfp-dataset\Data\Images\344\frontal\02.jpg,0.746952,1
deepface,FF,07,cfp-dataset\Data\Images\344\frontal\02.jpg,cfp-dataset\Data\Images\344\frontal\07.jpg,0.628631,1
deepface,FF,07,cfp-dataset\Data\Images\344\frontal\02.jpg,cfp-dataset\Data\Images\344\frontal\06.jpg,0.713885,1
deepface,FF,07,cfp-dataset\Data\Images\344\frontal\07.jpg,cfp-dataset\Data\Images\344\frontal\06.jpg,0.776870,1
deepface,FF,07,cfp-dataset\Data\Images\344\frontal\06.jpg,cfp-dataset\Data\Images\344\frontal\01.jpg,0.782109,1
deepface,FF,07,cfp-dataset\Data\Images\345\frontal\06.jpg,cfp-dataset\Data\Images\345\frontal\07.jpg,0.800859,1
deepface,FF,07,cfp-dataset\Data\Images\345\frontal\07.jpg,cfp-dataset\Data\Images\345\frontal\04.jpg,0.842251,1
deepface,FF,07,cfp-dataset\Data\Images\345\frontal\09.jpg,cfp-dataset\Data\Images\345\frontal\05.jpg,0.853856,1
deepface,FF,07,cfp-dataset\Data\Images\345\frontal\01.jpg,cfp-dataset\Data\Images\345\frontal\10.jpg,0.773689,1
deepface,FF,07,cfp-dataset\Data\Images\345\frontal\06.jpg,cfp-dataset\Data\Images\345\frontal\10.jpg,0.795681,1
deepface,FF,07,cfp-dataset\Data\Images\345\frontal\07.jpg,cfp-dataset\Data\Images\345\frontal\06.jpg,0.800859,1
deepface,FF,07,cfp-dataset\Data\Images\345\frontal\02.jpg,cfp-dataset\Data\Images\345\frontal\08.jpg,0.888090,1
deepface,FF,07,cfp-dataset\Data\Images\346\frontal\01.jpg,cfp-dataset\Data\Images\346\frontal\09.jpg,0.752234,1
deepface,FF,07,cfp-dataset\Data\Images\346\frontal\01.jpg,cfp-dataset\Data\Images\346\frontal\06.jpg,0.728419,1
deepface,FF,07,cfp-dataset\Data\Images\346\frontal\04.jpg,cfp-dataset\Data\Images\346\frontal\02.jpg,0.486980,1
deepface,FF,07,cfp-dataset\Data\Images\346\frontal\10.jpg,cfp-dataset\Data\Images\346\frontal\06.jpg,0.809137,1
deepface,FF,07,cfp-dataset\Data\Images\346\frontal\09.jpg,cfp-dataset\Data\Images\346\frontal\08.jpg,0.804532,1
deepface,FF,07,cfp-dataset\Data\Images\346\frontal\03.jpg,cfp-dataset\Data\Images\346\frontal\07.jpg,0.871477,1
deepface,FF,07,cfp-dataset\Data\Images\346\frontal\07.jpg,cfp-dataset\Data\Images\346\frontal\02.jpg,0.253107,1
deepface,FF,07,cfp-dataset\Data\Images\347\frontal\04.jpg,cfp-dataset\Data\Images\347\frontal\05.jpg,0.673860,1
deepface,FF,07,cfp-dataset\Data\Images\347\frontal\03.jpg,cfp-dataset\Data\Images\347\frontal\04.jpg,0.743576,1
deepface,FF,07,cfp-dataset\Data\Images\347\frontal\01.jpg,cfp-dataset\Data\Images\347\frontal\04.jpg,0.782663,1
deepface,FF,07,cfp-dataset\Data\Images\347\frontal\04.jpg,cfp-dataset\Data\Images\347\frontal\08.jpg,0.743684,1
deepface,FF,07,cfp-dataset\Data\Images\347\frontal\03.jpg,cfp-dataset\Data\Images\347\frontal\01.jpg,0.729152,1
deepface,FF,07,cfp-dataset\Data\Images\347\frontal\05.jpg,cfp-dataset\Data\Images\347\frontal\02.jpg,0.854386,1
deepface,FF,07,cfp-dataset\Data\Images\347\frontal\09.jpg,cfp-dataset\Data\Images\347\frontal\07.jpg,0.510188,1
deepface,FF,07,cfp-dataset\Data\Images\348\frontal\02.jpg,cfp-dataset\Data\Images\348\frontal\06.jpg,0.613179,1
deepface,FF,07,cfp-dataset\Data\Images\348\frontal\10.jpg,cfp-dataset\Data\Images\348\frontal\05.jpg,0.727224,1
deepface,FF,07,cfp-dataset\Data\Images\348\frontal\05.jpg,cfp-dataset\Data\Images\348\frontal\03.jpg,0.873421,1
deepface,FF,07,cfp-dataset\Data\Images\348\frontal\03.jpg,cfp-dataset\Data\Images\348\frontal\08.jpg,0.838545,1
deepface,FF,07,cfp-dataset\Data\Images\348\frontal\01.jpg,cfp-dataset\Data\Images\348\frontal\05.jpg,0.819196,1
deepface,FF,07,cfp-dataset\Data\Images\348\frontal\03.jpg,cfp-dataset\Data\Images\348\frontal\01.jpg,0.832335,1
deepface,FF,07,cfp-dataset\Data\Images\348\frontal\09.jpg,cfp-dataset\Data\Images\348\frontal\01.jpg,0.778566,1
deepface,FF,07,cfp-dataset\Data\Images\349\frontal\02.jpg,cfp-dataset\Data\Images\349\frontal\08.jpg,0.764850,1
deepface,FF,07,cfp-dataset\Data\Images\349\frontal\04.jpg,cfp-dataset\Data\Images\349\frontal\09.jpg,0.672049,1
deepface,FF,07,cfp-dataset\Data\Images\349\frontal\09.jpg,cfp-dataset\Data\Images\349\frontal\10.jpg,0.731895,1
deepface,FF,07,cfp-dataset\Data\Images\349\frontal\03.jpg,cfp-dataset\Data\Images\349\frontal\10.jpg,0.474693,1
deepface,FF,07,cfp-dataset\Data\Images\349\frontal\06.jpg,cfp-dataset\Data\Images\349\frontal\04.jpg,0.755228,1
deepface,FF,07,cfp-dataset\Data\Images\349\frontal\08.jpg,cfp-dataset\Data\Images\349\frontal\10.jpg,0.545496,1
deepface,FF,07,cfp-dataset\Data\Images\349\frontal\08.jpg,cfp-dataset\Data\Images\349\frontal\05.jpg,0.704864,1
deepface,FF,07,cfp-dataset\Data\Images\350\frontal\08.jpg,cfp-dataset\Data\Images\350\frontal\04.jpg,0.678191,1
deepface,FF,07,cfp-dataset\Data\Images\350\frontal\09.jpg,cfp-dataset\Data\Images\350\frontal\03.jpg,0.862774,1
deepface,FF,07,cfp-dataset\Data\Images\350\frontal\10.jpg,cfp-dataset\Data\Images\350\frontal\08.jpg,0.691956,1
deepface,FF,07,cfp-dataset\Data\Images\350\frontal\04.jpg,cfp-dataset\Data\Images\350\frontal\07.jpg,0.886684,1
deepface,FF,07,cfp-dataset\Data\Images\350\frontal\04.jpg,cfp-dataset\Data\Images\350\frontal\03.jpg,0.837079,1
deepface,FF,07,cfp-dataset\Data\Images\350\frontal\02.jpg,cfp-dataset\Data\Images\350\frontal\06.jpg,0.724400,1
deepface,FF,07,cfp-dataset\Data\Images\350\frontal\06.jpg,cfp-dataset\Data\Images\350\frontal\01.jpg,0.755311,1
deepface,FF,07,cfp-dataset\Data\Images\301\frontal\10.jpg,cfp-dataset\Data\Images\308\frontal\03.jpg,0.591043,0
deepface,FF,07,cfp-dataset\Data\Images\301\frontal\09.jpg,cfp-dataset\Data\Images\326\frontal\04.jpg,-0.073232,0
deepface,FF,07,cfp-dataset\Data\Images\301\frontal\03.jpg,cfp-dataset\Data\Images\330\frontal\06.jpg,-0.035630,0
deepface,FF,07,cfp-dataset\Data\Images\301\frontal\06.jpg,cfp-dataset\Data\Images\319\frontal\03.jpg,0.132476,0
deepface,FF,07,cfp-dataset\Data\Images\301\frontal\04.jpg,cfp-dataset\Data\Images\303\frontal\10.jpg,-0.060465,0
deepface,FF,07,cfp-dataset\Data\Images\301\frontal\08.jpg,cfp-dataset\Data\Images\327\frontal\07.jpg,0.241408,0
deepface,FF,07,cfp-dataset\Data\Images\301\frontal\05.jpg,cfp-dataset\Data\Images\322\frontal\07.jpg,0.072740,0
deepface,FF,07,cfp-dataset\Data\Images\302\frontal\03.jpg,cfp-dataset\Data\Images\301\frontal\06.jpg,-0.002975,0
deepface,FF,07,cfp-dataset\Data\Images\302\frontal\08.jpg,cfp-dataset\Data\Images\303\frontal\06.jpg,-0.011712,0
deepface,FF,07,cfp-dataset\Data\Images\302\frontal\10.jpg,cfp-dataset\Data\Images\329\frontal\07.jpg,0.012109,0
deepface,FF,07,cfp-dataset\Data\Images\302\frontal\05.jpg,cfp-dataset\Data\Images\311\frontal\01.jpg,0.049569,0
deepface,FF,07,cfp-dataset\Data\Images\302\frontal\02.jpg,cfp-dataset\Data\Images\338\frontal\10.jpg,-0.151910,0
deepface,FF,07,cfp-dataset\Data\Images\302\frontal\07.jpg,cfp-dataset\Data\Images\313\frontal\06.jpg,-0.092867,0
deepface,FF,07,cfp-dataset\Data\Images\302\frontal\01.jpg,cfp-dataset\Data\Images\326\frontal\09.jpg,0.041829,0
deepface,FF,07,cfp-dataset\Data\Images\303\frontal\10.jpg,cfp-dataset\Data\Images\332\frontal\10.jpg,-0.174898,0
deepface,FF,07,cfp-dataset\Data\Images\303\frontal\09.jpg,cfp-dataset\Data\Images\330\frontal\02.jpg,-0.179473,0
deepface,FF,07,cfp-dataset\Data\Images\303\frontal\08.jpg,cfp-dataset\Data\Images\338\frontal\06.jpg,0.466994,0
deepface,FF,07,cfp-dataset\Data\Images\303\frontal\07.jpg,cfp-dataset\Data\Images\344\frontal\01.jpg,-0.013964,0
deepface,FF,07,cfp-dataset\Data\Images\303\frontal\07.jpg,cfp-dataset\Data\Images\323\frontal\01.jpg,-0.199760,0
deepface,FF,07,cfp-dataset\Data\Images\303\frontal\04.jpg,cfp-dataset\Data\Images\315\frontal\02.jpg,-0.037140,0
deepface,FF,07,cfp-dataset\Data\Images\303\frontal\08.jpg,cfp-dataset\Data\Images\312\frontal\10.jpg,-0.117683,0
deepface,FF,07,cfp-dataset\Data\Images\304\frontal\08.jpg,cfp-dataset\Data\Images\334\frontal\04.jpg,0.082573,0
deepface,FF,07,cfp-dataset\Data\Images\304\frontal\05.jpg,cfp-dataset\Data\Images\339\frontal\03.jpg,-0.196817,0
deepface,FF,07,cfp-dataset\Data\Images\304\frontal\08.jpg,cfp-dataset\Data\Images\303\frontal\07.jpg,0.215319,0
deepface,FF,07,cfp-dataset\Data\Images\304\frontal\03.jpg,cfp-dataset\Data\Images\330\frontal\01.jpg,-0.125621,0
deepface,FF,07,cfp-dataset\Data\Images\304\frontal\10.jpg,cfp-dataset\Data\Images\325\frontal\09.jpg,0.216454,0
deepface,FF,07,cfp-dataset\Data\Images\304\frontal\05.jpg,cfp-dataset\Data\Images\332\frontal\02.jpg,0.248622,0
deepface,FF,07,cfp-dataset\Data\Images\304\frontal\10.jpg,cfp-dataset\Data\Images\328\frontal\03.jpg,-0.250148,0
deepface,FF,07,cfp-dataset\Data\Images\305\frontal\08.jpg,cfp-dataset\Data\Images\306\frontal\07.jpg,0.177884,0
deepface,FF,07,cfp-dataset\Data\Images\305\frontal\10.jpg,cfp-dataset\Data\Images\301\frontal\04.jpg,0.304211,0
deepface,FF,07,cfp-dataset\Data\Images\305\frontal\08.jpg,cfp-dataset\Data\Images\336\frontal\01.jpg,0.159969,0
deepface,FF,07,cfp-dataset\Data\Images\305\frontal\08.jpg,cfp-dataset\Data\Images\332\frontal\09.jpg,0.034182,0
deepface,FF,07,cfp-dataset\Data\Images\305\frontal\08.jpg,cfp-dataset\Data\Images\310\frontal\06.jpg,0.113745,0
deepface,FF,07,cfp-dataset\Data\Images\305\frontal\08.jpg,cfp-dataset\Data\Images\335\frontal\09.jpg,0.147449,0
deepface,FF,07,cfp-dataset\Data\Images\305\frontal\03.jpg,cfp-dataset\Data\Images\306\frontal\10.jpg,0.038665,0
deepface,FF,07,cfp-dataset\Data\Images\306\frontal\10.jpg,cfp-dataset\Data\Images\348\frontal\08.jpg,-0.028370,0
deepface,FF,07,cfp-dataset\Data\Images\306\frontal\10.jpg,cfp-dataset\Data\Images\332\frontal\08.jpg,0.054030,0
deepface,FF,07,cfp-dataset\Data\Images\306\frontal\05.jpg,cfp-dataset\Data\Images\325\frontal\07.jpg,-0.109626,0
deepface,FF,07,cfp-dataset\Data\Images\306\frontal\03.jpg,cfp-dataset\Data\Images\310\frontal\10.jpg,-0.135636,0
deepface,FF,07,cfp-dataset\Data\Images\306\frontal\07.jpg,cfp-dataset\Data\Images\344\frontal\06.jpg,0.082166,0
deepface,FF,07,cfp-dataset\Data\Images\306\frontal\04.jpg,cfp-dataset\Data\Images\325\frontal\03.jpg,-0.062669,0
deepface,FF,07,cfp-dataset\Data\Images\306\frontal\09.jpg,cfp-dataset\Data\Images\340\frontal\02.jpg,-0.061629,0
deepface,FF,07,cfp-dataset\Data\Images\307\frontal\01.jpg,cfp-dataset\Data\Images\314\frontal\06.jpg,-0.072991,0
deepface,FF,07,cfp-dataset\Data\Images\307\frontal\09.jpg,cfp-dataset\Data\Images\340\frontal\08.jpg,0.022442,0
deepface,FF,07,cfp-dataset\Data\Images\307\frontal\01.jpg,cfp-dataset\Data\Images\332\frontal\04.jpg,0.157295,0
deepface,FF,07,cfp-dataset\Data\Images\307\frontal\06.jpg,cfp-dataset\Data\Images\316\frontal\03.jpg,0.122698,0
deepface,FF,07,cfp-dataset\Data\Images\307\frontal\04.jpg,cfp-dataset\Data\Images\327\frontal\07.jpg,-0.071210,0
deepface,FF,07,cfp-dataset\Data\Images\307\frontal\03.jpg,cfp-dataset\Data\Images\317\frontal\03.jpg,-0.324166,0
deepface,FF,07,cfp-dataset\Data\Images\307\frontal\01.jpg,cfp-dataset\Data\Images\344\frontal\03.jpg,-0.043641,0
deepface,FF,07,cfp-dataset\Data\Images\308\frontal\01.jpg,cfp-dataset\Data\Images\302\frontal\03.jpg,0.142520,0
deepface,FF,07,cfp-dataset\Data\Images\308\frontal\06.jpg,cfp-dataset\Data\Images\320\frontal\05.jpg,0.061618,0
deepface,FF,07,cfp-dataset\Data\Images\308\frontal\02.jpg,cfp-dataset\Data\Images\343\frontal\03.jpg,0.155577,0
deepface,FF,07,cfp-dataset\Data\Images\308\frontal\01.jpg,cfp-dataset\Data\Images\322\frontal\05.jpg,-0.081549,0
deepface,FF,07,cfp-dataset\Data\Images\308\frontal\10.jpg,cfp-dataset\Data\Images\343\frontal\01.jpg,0.027973,0
deepface,FF,07,cfp-dataset\Data\Images\308\frontal\09.jpg,cfp-dataset\Data\Images\303\frontal\09.jpg,0.058488,0
deepface,FF,07,cfp-dataset\Data\Images\308\frontal\01.jpg,cfp-dataset\Data\Images\315\frontal\07.jpg,-0.011259,0
deepface,FF,07,cfp-dataset\Data\Images\309\frontal\10.jpg,cfp-dataset\Data\Images\328\frontal\09.jpg,0.254882,0
deepface,FF,07,cfp-dataset\Data\Images\309\frontal\09.jpg,cfp-dataset\Data\Images\317\frontal\10.jpg,-0.121310,0
deepface,FF,07,cfp-dataset\Data\Images\309\frontal\06.jpg,cfp-dataset\Data\Images\315\frontal\07.jpg,-0.102355,0
deepface,FF,07,cfp-dataset\Data\Images\309\frontal\08.jpg,cfp-dataset\Data\Images\312\frontal\02.jpg,0.156531,0
deepface,FF,07,cfp-dataset\Data\Images\309\frontal\04.jpg,cfp-dataset\Data\Images\323\frontal\10.jpg,0.088005,0
deepface,FF,07,cfp-dataset\Data\Images\309\frontal\09.jpg,cfp-dataset\Data\Images\337\frontal\06.jpg,0.151251,0
deepface,FF,07,cfp-dataset\Data\Images\309\frontal\04.jpg,cfp-dataset\Data\Images\337\frontal\10.jpg,-0.147571,0
deepface,FF,07,cfp-dataset\Data\Images\310\frontal\04.jpg,cfp-dataset\Data\Images\328\frontal\10.jpg,0.518678,0
deepface,FF,07,cfp-dataset\Data\Images\310\frontal\06.jpg,cfp-dataset\Data\Images\331\frontal\02.jpg,0.100845,0
deepface,FF,07,cfp-dataset\Data\Images\310\frontal\09.jpg,cfp-dataset\Data\Images\348\frontal\07.jpg,0.004832,0
deepface,FF,07,cfp-dataset\Data\Images\310\frontal\05.jpg,cfp-dataset\Data\Images\308\frontal\09.jpg,0.141802,0
deepface,FF,07,cfp-dataset\Data\Images\310\frontal\05.jpg,cfp-dataset\Data\Images\322\frontal\07.jpg,-0.047818,0
deepface,FF,07,cfp-dataset\Data\Images\310\frontal\09.jpg,cfp-dataset\Data\Images\334\frontal\06.jpg,0.135373,0
deepface,FF,07,cfp-dataset\Data\Images\310\frontal\09.jpg,cfp-dataset\Data\Images\350\frontal\05.jpg,0.018929,0
deepface,FF,07,cfp-dataset\Data\Images\311\frontal\05.jpg,cfp-dataset\Data\Images\342\frontal\09.jpg,0.361259,0
deepface,FF,07,cfp-dataset\Data\Images\311\frontal\01.jpg,cfp-dataset\Data\Images\342\frontal\03.jpg,-0.014434,0
deepface,FF,07,cfp-dataset\Data\Images\311\frontal\04.jpg,cfp-dataset\Data\Images\308\frontal\03.jpg,0.070092,0
deepface,FF,07,cfp-dataset\Data\Images\311\frontal\02.jpg,cfp-dataset\Data\Images\329\frontal\08.jpg,0.025083,0
deepface,FF,07,cfp-dataset\Data\Images\311\frontal\02.jpg,cfp-dataset\Data\Images\322\frontal\07.jpg,0.342511,0
deepface,FF,07,cfp-dataset\Data\Images\311\frontal\10.jpg,cfp-dataset\Data\Images\350\frontal\10.jpg,0.108136,0
deepface,FF,07,cfp-dataset\Data\Images\311\frontal\03.jpg,cfp-dataset\Data\Images\345\frontal\07.jpg,0.151437,0
deepface,FF,07,cfp-dataset\Data\Images\312\frontal\06.jpg,cfp-dataset\Data\Images\325\frontal\01.jpg,-0.163127,0
deepface,FF,07,cfp-dataset\Data\Images\312\frontal\08.jpg,cfp-dataset\Data\Images\320\frontal\04.jpg,0.216834,0
deepface,FF,07,cfp-dataset\Data\Images\312\frontal\09.jpg,cfp-dataset\Data\Images\303\frontal\02.jpg,-0.097491,0
deepface,FF,07,cfp-dataset\Data\Images\312\frontal\09.jpg,cfp-dataset\Data\Images\345\frontal\06.jpg,-0.090066,0
deepface,FF,07,cfp-dataset\Data\Images\312\frontal\05.jpg,cfp-dataset\Data\Images\330\frontal\06.jpg,-0.067675,0
deepface,FF,07,cfp-dataset\Data\Images\312\frontal\07.jpg,cfp-dataset\Data\Images\348\frontal\01.jpg,-0.139906,0
deepface,FF,07,cfp-dataset\Data\Images\312\frontal\07.jpg,cfp-dataset\Data\Images\347\frontal\08.jpg,-0.108401,0
deepface,FF,07,cfp-dataset\Data\Images\313\frontal\05.jpg,cfp-dataset\Data\Images\333\frontal\10.jpg,-0.092968,0
deepface,FF,07,cfp-dataset\Data\Images\313\frontal\09.jpg,cfp-dataset\Data\Images\317\frontal\06.jpg,0.195555,0
deepface,FF,07,cfp-dataset\Data\Images\313\frontal\09.jpg,cfp-dataset\Data\Images\309\frontal\03.jpg,-0.021428,0
deepface,FF,07,cfp-dataset\Data\Images\313\frontal\04.jpg,cfp-dataset\Data\Images\309\frontal\07.jpg,-0.091520,0
deepface,FF,07,cfp-dataset\Data\Images\313\frontal\10.jpg,cfp-dataset\Data\Images\347\frontal\02.jpg,-0.064751,0
deepface,FF,07,cfp-dataset\Data\Images\313\frontal\08.jpg,cfp-dataset\Data\Images\336\frontal\06.jpg,0.039454,0
deepface,FF,07,cfp-dataset\Data\Images\313\frontal\10.jpg,cfp-dataset\Data\Images\323\frontal\06.jpg,0.121331,0
deepface,FF,07,cfp-dataset\Data\Images\314\frontal\02.jpg,cfp-dataset\Data\Images\322\frontal\07.jpg,0.140117,0
deepface,FF,07,cfp-dataset\Data\Images\314\frontal\02.jpg,cfp-dataset\Data\Images\324\frontal\10.jpg,-0.037944,0
deepface,FF,07,cfp-dataset\Data\Images\314\frontal\01.jpg,cfp-dataset\Data\Images\315\frontal\05.jpg,0.093719,0
deepface,FF,07,cfp-dataset\Data\Images\314\frontal\01.jpg,cfp-dataset\Data\Images\317\frontal\02.jpg,0.331593,0
deepface,FF,07,cfp-dataset\Data\Images\314\frontal\06.jpg,cfp-dataset\Data\Images\342\frontal\06.jpg,0.150744,0
deepface,FF,07,cfp-dataset\Data\Images\314\frontal\07.jpg,cfp-dataset\Data\Images\334\frontal\02.jpg,0.218540,0
deepface,FF,07,cfp-dataset\Data\Images\314\frontal\06.jpg,cfp-dataset\Data\Images\333\frontal\08.jpg,0.182078,0
deepface,FF,07,cfp-dataset\Data\Images\315\frontal\03.jpg,cfp-dataset\Data\Images\348\frontal\02.jpg,0.135334,0
deepface,FF,07,cfp-dataset\Data\Images\315\frontal\03.jpg,cfp-dataset\Data\Images\308\frontal\07.jpg,-0.203368,0
deepface,FF,07,cfp-dataset\Data\Images\315\frontal\04.jpg,cfp-dataset\Data\Images\343\frontal\01.jpg,-0.055339,0
deepface,FF,07,cfp-dataset\Data\Images\315\frontal\09.jpg,cfp-dataset\Data\Images\308\frontal\08.jpg,-0.023049,0
deepface,FF,07,cfp-dataset\Data\Images\315\frontal\05.jpg,cfp-dataset\Data\Images\348\frontal\04.jpg,0.147877,0
deepface,FF,07,cfp-dataset\Data\Images\315\frontal\08.jpg,cfp-dataset\Data\Images\346\frontal\05.jpg,0.048591,0
